id,customer_id,order_number,total_amount,status,order_date
380,76064,order_number_e401259c,98383.92,status_ae5b5110,2016-04-16
381,3423662,order_number_d24aaa82,4796.41,status_93c4be5a,2017-03-22
382,6050549,order_number_83c8e976,18169.15,status_f9404eba,2020-09-18
383,1985733,order_number_70e42da9,64195.15,status_bec0f707,2023-10-20
384,9365181,order_number_c8adfeb8,99572.27,status_d4c40fca,2023-08-09
385,8591111,order_number_72dbb0,81593.13,status_c87a8a42,2020-09-16
386,9367270,order_number_5b1622f1,42551.65,status_ca15d6e8,2018-11-29
387,6137490,order_number_95760a0f,6526.58,status_cdfe8a01,2023-01-05
388,5013266,order_number_3ee18934,96274.28,status_51ca5b01,2023-10-17
389,5079186,order_number_6172bc61,13528.41,status_500775f0,2019-01-31
390,6979868,order_number_88e5ac5f,50748.40,status_edf5c506,2020-09-28
391,9473728,order_number_e9aa867c,97535.89,status_8fee1f39,2021-11-27
392,3724659,order_number_161a7a92,47417.45,status_b8672e7a,2024-10-31
393,4574045,order_number_adc58b5f,52064.16,status_73643b60,2021-10-23
394,4506308,order_number_e8c0ec0d,24439.40,status_3686264,2024-09-14
395,3707767,order_number_56f5dc1e,3415.56,status_68347632,2021-10-26
396,3250707,order_number_7148dce8,12060.70,status_dd8b1886,2022-04-24
397,2183812,order_number_358a1420,55484.31,status_19c4e1ee,2025-03-14
398,6079339,order_number_2cf6c45f,65150.42,status_c495eeed,2020-05-23
399,5369697,order_number_bd8aa043,13425.10,status_5618a23b,2023-06-07
400,3991711,order_number_964475af,87610.02,status_cd811834,2025-10-22
401,3662900,order_number_f2dbb4c2,73110.98,status_31f6e980,2024-07-13
402,5573496,order_number_af71c5b4,98008.62,status_dc289d06,2021-08-09
403,6318266,order_number_81a221f4,14784.25,status_1471a9bd,2016-12-29
404,3920734,order_number_efc18dcb,67637.06,status_43a13dd2,2020-07-30
405,9137051,order_number_ff8d0a41,10357.68,status_e19300f4,2024-05-22
406,2320513,order_number_95475f9b,99363.23,status_12e805a7,2024-01-02
407,1076126,order_number_3bb583d5,88125.34,status_d86a3ec5,2017-12-29
408,590569,order_number_25dc26db,97823.86,status_ca8389ab,2018-06-22
409,3121947,order_number_45807efc,81866.61,status_1d88b3ca,2017-02-20
410,2573526,order_number_93013d35,31095.45,status_9a9230b8,2023-08-04
411,9050625,order_number_6ed16e3a,37754.51,status_f0231cd2,2019-11-18
412,6175370,order_number_dabee9c4,37860.73,status_9a21c4fd,2016-12-05
413,5334011,order_number_3dbd3769,54443.40,status_d481bb13,2018-05-15
414,6809050,order_number_34cd38eb,1518.32,status_4f0a8daf,2022-05-01
415,3668704,order_number_89c6758b,5082.87,status_93e1d7e2,2019-03-01
416,4581413,order_number_17a45a7a,76333.19,status_37515139,2017-07-31
417,1724976,order_number_3dbd1916,45811.05,status_a63ddd9b,2020-01-29
418,7038602,order_number_1f579352,60618.08,status_3e77869,2020-02-22
419,8553353,order_number_abac90db,9388.32,status_4beb28b9,2018-09-06
420,246517,order_number_83b61d0f,32347.32,status_bef42980,2024-10-20
421,7731300,order_number_8a8ae7e1,42344.22,status_e6978b52,2022-12-11
422,5382407,order_number_e356595c,65956.94,status_49f32646,2026-01-19
423,396032,order_number_5e403cc4,42263.59,status_cba50272,2022-11-14
424,4546331,order_number_5f5f57ff,10394.46,status_9d72925c,2017-05-27
425,858557,order_number_485db578,96591.02,status_ee9ca001,2017-09-16
426,7331451,order_number_f9fc25c2,38220.26,status_129d1788,2020-09-11
427,7669081,order_number_c94c2686,52590.99,status_8d65fd49,2019-08-08
428,7816624,order_number_4c47fbb,38219.65,status_6abd33bc,2023-06-17
429,4619870,order_number_79b11f14,60905.20,status_3d4df92c,2023-09-13
430,7996759,order_number_82e3a9ae,23966.36,status_9edd68ee,2018-12-25
431,2369983,order_number_75da7b61,81740.49,status_9aace2a7,2021-09-11
432,7602904,order_number_767c1775,6643.01,status_6a819933,2018-12-19
433,1613184,order_number_eca81573,58948.14,status_cb6bcb43,2018-02-19
434,8086978,order_number_bfcca8ae,32878.25,status_bfeba18e,2019-09-12
435,1972407,order_number_168d3830,95186.04,status_179c6670,2025-10-21
436,619612,order_number_b999332b,76737.78,status_31a15472,2019-08-24
437,8428664,order_number_ff122b16,23915.54,status_d73e20e,2023-11-05
438,7566102,order_number_d6f653d6,51414.69,status_7aa6d8f1,2017-08-07
439,8114996,order_number_987d1548,50331.00,status_7fc4598a,2024-01-04
440,1321619,order_number_4cd9c6f8,15776.96,status_939e3e04,2023-04-02
441,3483435,order_number_12f1a4ba,77523.63,status_2be23858,2016-07-22
442,7019558,order_number_8d423035,11342.17,status_16e55173,2024-04-24
443,3210621,order_number_fd9aea91,1672.89,status_32bae1b0,2018-12-22
444,1497838,order_number_c5980f98,47146.87,status_decc904a,2017-04-12
445,934632,order_number_ed22c819,53168.08,status_e71b92db,2023-01-03
446,6325084,order_number_ccd5f47b,15766.34,status_e255e2da,2017-03-19
447,6902721,order_number_cb07a7e3,76351.83,status_720d8276,2021-09-10
448,3583170,order_number_4137a03a,40148.35,status_b2f5d8b7,2017-07-28
449,1523099,order_number_c80324e2,1045.62,status_c16d0a6c,2023-10-12
450,2312656,order_number_76ea09e9,75974.15,status_e76dd135,2022-12-29
451,9873287,order_number_a36b3da4,25635.49,status_4ce3039d,2018-02-09
452,4625552,order_number_86be18b,48364.80,status_3dedfb4e,2016-04-27
453,2806077,order_number_e2f1d3f7,52892.24,status_697ab169,2018-02-17
454,1065716,order_number_27159c7b,67089.47,status_5c49ebf8,2022-08-01
455,279770,order_number_8b4311a0,33203.75,status_f984809a,2019-07-19
456,3780150,order_number_1e270e01,16104.04,status_3aadc45a,2018-11-18
457,1624520,order_number_bf77e8e8,74518.75,status_e992c061,2025-07-06
458,4065379,order_number_d6f86652,70112.01,status_7b21157,2026-01-12
459,1351769,order_number_43acdc29,18602.16,status_a72d2d62,2024-11-21
460,9857003,order_number_ef7df765,83291.58,status_c414c46d,2019-10-22
461,9229732,order_number_41a91ad,30377.48,status_efe1f603,2018-11-07
462,7046973,order_number_49dda265,81670.51,status_93d271e1,2016-03-15
463,6246932,order_number_ab9b0971,35517.95,status_c359c79,2019-11-25
464,8778484,order_number_719621a5,13016.88,status_72be729d,2025-02-11
465,7585123,order_number_5586a0a9,15523.60,status_1fb9164a,2022-11-29
466,5777829,order_number_8c1ad268,63528.83,status_22fe305e,2023-07-14
467,7328372,order_number_97e3fb25,18363.65,status_9330923b,2017-06-30
468,7828346,order_number_7808fed9,61557.98,status_9f9cd0fb,2019-01-20
469,5614323,order_number_f2f7cdc,45779.56,status_f832b4e7,2021-08-31
470,5306359,order_number_c8c043fe,92729.72,status_3b2b39ea,2022-06-13
471,2220301,order_number_947dc64b,57990.49,status_8e1cb16b,2019-12-17
472,8381954,order_number_46485895,87919.92,status_498d0f55,2025-11-08
473,5033672,order_number_6e1b469,10597.32,status_97d3b6f0,2018-09-28
474,1544508,order_number_14f0811c,4874.73,status_9d0f7254,2022-11-15
475,7582896,order_number_64b4495e,86338.87,status_cea78cfb,2023-12-16
476,5285870,order_number_72bd326f,24440.61,status_8518e82e,2019-01-23
477,9740386,order_number_d96bad49,88653.07,status_ca7837c8,2025-11-16
478,5434765,order_number_521f17be,90485.78,status_141b90b2,2022-04-18
479,7344262,order_number_597fb6a9,60800.55,status_46e3eb1b,2019-12-21
480,4687263,order_number_4fd3b1d1,78504.35,status_8951b3fb,2024-07-31
481,5818430,order_number_439d304e,61904.51,status_1641bd4f,2018-03-09
482,3226637,order_number_dace64ce,74179.14,status_11404846,2018-04-03
483,8576740,order_number_c95eee2,69534.38,status_4c064586,2024-03-09
484,2470903,order_number_af2bd701,20456.19,status_15686ea1,2018-12-04
485,8695283,order_number_e0b8ca5c,77679.34,status_488ae74b,2025-02-15
486,1115157,order_number_a7674e52,43446.21,status_a3b69996,2017-09-24
487,2034471,order_number_30a14808,28653.06,status_edf7d309,2022-03-21
488,1109467,order_number_faf8136f,7964.56,status_c6982b2c,2019-12-30
489,5238110,order_number_28483fe4,43021.24,status_a4600617,2017-12-02
490,787052,order_number_fdb518d6,86557.79,status_6d2c67c8,2020-10-28
491,4894922,order_number_c3739c7f,27976.04,status_d019a656,2023-07-13
492,6405772,order_number_2270093f,61807.59,status_f766b1d2,2018-10-10
493,2335119,order_number_87578ea3,63359.64,status_c3e3448c,2019-06-18
494,3137482,order_number_7caac41a,84304.38,status_a9faae3c,2024-04-01
495,6131566,order_number_7254be6b,63005.44,status_92a6ae08,2018-06-10
496,2856745,order_number_8d670018,12771.04,status_56694429,2020-08-12
497,8329207,order_number_6a8399a,85642.93,status_6496512e,2024-11-26
498,8423337,order_number_8a9e9afd,88210.29,status_96aaf26e,2018-04-11
499,6126886,order_number_b2efab4a,93198.09,status_3e04a1f7,2021-12-11
500,2261543,order_number_61cadb2d,90389.66,status_b5e1c3a6,2025-07-08
501,1147918,order_number_a6b8db4e,81119.20,status_4702b298,2023-10-27
502,2271186,order_number_5d5be2aa,17202.68,status_24dce0b,2019-03-25
503,5693891,order_number_59221bd6,8933.13,status_234129bf,2017-01-27
504,5849634,order_number_91519c8a,88924.91,status_cceab657,2025-03-21
505,274396,order_number_bdc33a42,16390.43,status_83e5332b,2023-03-29
506,5810058,order_number_3489d503,47610.56,status_f53cad52,2020-11-26
507,680609,order_number_b4e4c1b,7457.08,status_3431c88d,2019-10-27
508,4433855,order_number_e728c1a1,77472.76,status_20c6e5e2,2025-07-07
509,4321956,order_number_79555bb2,54318.78,status_e7180ff3,2019-08-06
510,6692019,order_number_f32524b,38375.51,status_16151daf,2023-06-01
511,2280918,order_number_400717d5,49357.75,status_2b725a2a,2024-07-19
512,938442,order_number_32530516,83595.15,status_ef8394be,2025-07-02
513,8434350,order_number_af285092,94626.63,status_1a3ad6da,2026-02-09
514,9428218,order_number_6fe9f619,78483.65,status_174c4893,2016-06-22
515,3510648,order_number_a142c70d,36794.94,status_be0f2d4b,2019-12-07
516,908573,order_number_8ac651c8,73467.32,status_56b285b1,2022-05-23
517,4827939,order_number_6591b8c8,83095.79,status_71c62011,2016-04-10
518,5069725,order_number_5f7e7b7a,19314.46,status_86e57697,2016-11-26
519,7448381,order_number_1ef126f5,60006.54,status_f450718,2018-11-04
520,8634672,order_number_f28cf321,37262.60,status_a7d3518b,2026-01-15
521,228501,order_number_a5a338a7,68309.50,status_b6148ebd,2023-06-29
522,3763826,order_number_2f5f9c66,36729.10,status_3deb6d2,2022-01-25
523,3056230,order_number_551dcb01,53907.76,status_57aa9bfb,2016-10-17
524,967770,order_number_6a6a4ea0,13332.72,status_ba51c723,2023-04-07
525,586767,order_number_f5fd5cad,75758.06,status_2231c4df,2023-01-30
526,2667590,order_number_d271d866,80602.10,status_2a0b0678,2023-10-31
527,6892247,order_number_7cef9247,88490.98,status_d8c49ac,2018-09-09
528,4840367,order_number_380cb2a5,6592.12,status_5f095190,2020-10-29
529,4482606,order_number_3fc9a77e,65395.51,status_53333687,2023-02-14
530,2030633,order_number_77e1ce84,10892.14,status_999194b6,2019-04-27
531,5255669,order_number_141acd19,48983.51,status_51841e7c,2022-05-29
532,3800435,order_number_1beb067d,69228.91,status_ed43a0aa,2022-07-14
533,9311137,order_number_4579c622,84629.12,status_f7be0839,2020-10-14
534,2692458,order_number_4f221674,85439.57,status_db65feca,2022-11-01
535,3235760,order_number_fffb9ee2,287.42,status_31a579df,2024-11-11
536,4118087,order_number_a3ce67af,70227.33,status_3b6b0fc1,2017-11-10
537,2164435,order_number_6710267c,73170.79,status_976864a0,2019-11-01
538,2360795,order_number_91bcc501,75100.73,status_a405a067,2022-08-11
539,2826905,order_number_d0ca783f,48254.51,status_cc2cd23d,2018-05-06
540,7506880,order_number_85f50087,24919.67,status_7867869d,2022-08-16
541,5144636,order_number_58186c0b,97794.53,status_d01bf574,2021-12-09
542,827452,order_number_9e4d07bc,4647.28,status_11da5448,2024-03-15
543,1663399,order_number_2a74c55f,23171.57,status_11c96bfa,2023-02-16
544,1048634,order_number_ecf4a3e1,38549.52,status_416d0b7,2019-08-29
545,9860538,order_number_a547ee6,27125.55,status_63c26ba6,2024-07-29
546,5861777,order_number_c30c83e1,94577.55,status_11134114,2019-03-12
547,6856420,order_number_53d82c9d,966.75,status_4880dc4,2023-03-19
548,1538444,order_number_f48fa38,26221.06,status_fc7a6b7,2023-08-11
549,5474457,order_number_43bd30f2,12124.62,status_859442d3,2016-03-27
550,9385576,order_number_6523648b,49546.61,status_7bd08e73,2024-11-24
551,416138,order_number_b6aef95d,19803.75,status_c462fe1e,2022-04-08
552,1331680,order_number_1c0a4bf0,54165.55,status_f150e62f,2022-09-01
553,6065158,order_number_b90bb567,34600.82,status_139d2be9,2019-03-25
554,9004352,order_number_3f994419,66902.72,status_e7671e6f,2023-12-11
555,4070000,order_number_42a88f25,35801.03,status_82c4d62c,2017-08-05
556,4660835,order_number_1e734e0,38449.28,status_5e8cb397,2021-02-04
557,4952436,order_number_add36684,71249.73,status_9b0cb14,2025-10-17
558,8565205,order_number_30a05ce1,35634.82,status_3e85a70e,2021-12-17
559,7090717,order_number_593100fd,25680.93,status_dc20f5be,2021-10-05
560,7851841,order_number_7b64cd24,82486.74,status_69e9828a,2022-07-28
561,72590,order_number_da81958f,96424.43,status_265db4ec,2021-03-27
562,2899787,order_number_513bad14,47144.23,status_5064c82d,2023-01-11
563,7384968,order_number_2d8f2909,87487.15,status_ef65a4a0,2021-05-20
564,2807079,order_number_4de1323,15356.90,status_fda94040,2017-01-16
565,5136991,order_number_fda36110,94840.08,status_c3abd6e2,2016-03-05
566,558919,order_number_2933f9f2,28343.83,status_bf27f9a1,2021-03-09
567,6812459,order_number_8280dc65,6566.35,status_77b92d22,2026-01-04
568,152396,order_number_62fca2dd,51233.60,status_a0891c4c,2016-05-20
569,936252,order_number_12d7cd50,62116.92,status_8bdeb6e9,2018-07-09
570,5902094,order_number_ab2ede30,41789.57,status_2f6d6d8a,2018-04-12
571,1526688,order_number_e3991742,53434.98,status_daec7be3,2020-06-28
572,3306457,order_number_6cb20678,54456.82,status_a62aab98,2024-09-19
573,8171244,order_number_b5169b0d,52592.68,status_614b3662,2018-04-20
574,3885638,order_number_21c64fa7,32427.92,status_20ff42f7,2021-11-26
575,3467975,order_number_19c3d3f,15776.92,status_879310e4,2020-05-23
576,9936484,order_number_2f522c0a,4049.00,status_2df1619f,2024-07-23
577,613361,order_number_f5b29881,60985.89,status_5ed3c44b,2016-05-27
578,7723432,order_number_61f6483f,65103.49,status_60e8a4c1,2019-04-06
579,2336984,order_number_ae2aca0b,58662.95,status_a6014dca,2021-05-03
580,7388502,order_number_d794ccaa,80918.48,status_d65d9beb,2023-10-14
581,4017147,order_number_abf86893,47754.08,status_c80d2aa9,2018-12-27
582,5396523,order_number_e8597e1c,18653.78,status_e01db0a2,2023-04-17
583,3553706,order_number_287b0e39,67353.21,status_58cf6d74,2018-02-22
584,2589116,order_number_3434d0b2,86624.78,status_2780bbcf,2020-12-17
585,9224137,order_number_6cc0fc5c,92540.95,status_83a96334,2025-07-04
586,2723965,order_number_20bd5709,32103.11,status_d3ad4296,2019-06-12
587,6367010,order_number_72eed464,85136.67,status_f128b0be,2022-11-01
588,9394274,order_number_17e1fd58,66380.72,status_ff340a67,2023-04-05
589,2691882,order_number_6c013adf,70808.00,status_ebcd1f42,2023-03-26
590,5783407,order_number_9d08322,35470.78,status_24580074,2021-03-16
591,5480608,order_number_4c3a0a85,86156.40,status_3a638c95,2021-08-30
592,8041104,order_number_5582776e,83844.82,status_cb8662ce,2018-08-07
593,5147968,order_number_368e9302,35149.50,status_65a7eef7,2019-10-19
594,228789,order_number_ec56eac6,14783.09,status_3fa841ce,2017-11-12
595,9976969,order_number_ed3cb92,58837.34,status_8c60e53d,2024-06-02
596,1146101,order_number_d496e776,50061.36,status_e59ade9f,2016-04-01
597,3408289,order_number_a63a73d1,64132.99,status_ff4633ab,2025-03-16
598,1766242,order_number_9da0dbbd,29217.82,status_9482b006,2020-04-08
599,1294835,order_number_2acb6559,50330.87,status_ae3da2e0,2025-09-26
600,5543759,order_number_21354aeb,73419.74,status_af3500b0,2021-05-04
601,3564856,order_number_984ce6f5,41716.92,status_e75f499c,2016-07-06
602,4344389,order_number_1342a1a6,12539.95,status_44dfbab2,2017-10-27
603,6233374,order_number_8917369c,84461.72,status_c83b2b58,2017-05-04
604,4954284,order_number_84bbbecc,87453.04,status_31ad1a0b,2017-03-04
605,4291245,order_number_ac88c970,2985.98,status_ba1994d6,2024-07-16
606,66677,order_number_2974f5a5,94177.23,status_96323c33,2016-12-28
607,3744924,order_number_e84b816e,5341.00,status_da88d3e,2025-08-30
608,1527189,order_number_cf55cf6a,55336.64,status_6441e52e,2020-05-14
609,1485158,order_number_cb825e9b,35412.94,status_8ea15d61,2018-05-29
610,8486721,order_number_d15df14b,83936.14,status_3e2fea92,2024-06-17
611,992270,order_number_19b8dcd,73612.41,status_4b476834,2023-02-28
612,6551155,order_number_7ff41974,6680.78,status_2bf29384,2021-10-04
613,6104576,order_number_46b3962,47093.27,status_4f3ea6ab,2018-06-02
614,7750221,order_number_400570c7,93415.06,status_27c709c,2016-06-11
615,4217809,order_number_f657b882,1934.93,status_d564de70,2024-05-27
616,1450188,order_number_6da74842,57169.48,status_ce7ec924,2025-02-01
617,1323381,order_number_d6ccb7c0,97079.53,status_ff916e35,2022-01-13
618,9453882,order_number_ad27104c,55010.52,status_b604b3f,2018-08-06
619,2761461,order_number_7a074a37,27669.28,status_27e81b8b,2018-04-24
620,6425948,order_number_cbacbd5f,4256.19,status_671842ca,2020-01-27
621,9886516,order_number_8a3c8c77,50431.40,status_2602fd82,2016-07-03
622,8018548,order_number_29af30c3,32850.95,status_6c78c724,2022-12-15
623,9154292,order_number_500532d8,92907.81,status_f32d3c8a,2017-08-13
624,9012773,order_number_b6246d5a,2893.61,status_dbfc2215,2018-05-26
625,3298819,order_number_5f251312,48943.43,status_fd8e3b3e,2024-10-01
626,6386339,order_number_abb7afb2,59283.93,status_866eba8e,2020-08-20
627,9696669,order_number_cd6b052c,11239.79,status_dfe4a52a,2020-04-04
628,55525,order_number_119cbdcf,60498.82,status_8ad01c00,2019-03-05
629,2435013,order_number_36856a1d,34456.05,status_770027ac,2024-01-02
630,2114484,order_number_a88c3e6d,34379.84,status_227dd773,2024-12-17
631,8783533,order_number_555ceb4,15431.43,status_6b9c0e71,2021-01-28
632,3082375,order_number_a0a270b1,67320.47,status_48205a4,2018-12-16
633,890077,order_number_95538fa4,86620.33,status_63fcf052,2022-02-15
634,2120026,order_number_27dd847d,76424.18,status_402eb1d9,2017-07-08
635,3866886,order_number_566ca7c5,86168.11,status_4c4fda73,2020-01-27
636,6601976,order_number_c98fe8dc,305.31,status_a2c67b2d,2021-11-08
637,7460391,order_number_692cfbeb,32088.02,status_95ad46e9,2020-11-15
638,1431217,order_number_c515794e,39121.42,status_1759d674,2022-11-15
639,1568683,order_number_194917e2,86986.88,status_84a87962,2022-09-02
640,6551416,order_number_a93053d9,19616.28,status_df6d9d1b,2016-08-24
641,2743002,order_number_b180766d,93135.38,status_dc3ae780,2019-04-27
642,7885226,order_number_5ff6a11d,20226.91,status_809a8d7f,2016-08-09
643,3587244,order_number_e835aa5d,69539.94,status_198ebda,2020-07-08
644,1543970,order_number_15b084f1,67231.79,status_3adb1fbb,2018-09-21
645,7585630,order_number_a8962118,96190.83,status_ee7279f0,2018-07-05
646,1306486,order_number_83931922,79002.39,status_dd0425d9,2020-11-30
647,9022175,order_number_35e74f2f,53581.01,status_4e30ae6c,2024-01-23
648,9866087,order_number_6088d75,87591.09,status_414128e6,2023-12-19
649,2091612,order_number_7510f5c8,84798.53,status_813c3a86,2018-10-27
650,3657072,order_number_ad779efb,82134.67,status_5f74e461,2019-08-19
651,5279104,order_number_daa26414,31951.97,status_c0dc9a6a,2020-10-24
652,9534216,order_number_1dc65e4d,18015.64,status_300bb7f9,2026-02-16
653,9777424,order_number_4f73203,37075.70,status_986415ec,2022-07-09
654,554361,order_number_6de1ff5a,83880.30,status_ce85f394,2022-02-16
655,1039673,order_number_b1e481ec,48947.55,status_e74787f3,2020-04-12
656,7737384,order_number_a12afec1,49542.26,status_ac749416,2016-12-08
657,4302098,order_number_e93d6cf4,89261.06,status_249d245a,2021-03-11
658,6550468,order_number_d04197f0,63958.25,status_1a17ef66,2023-10-09
659,681455,order_number_fe706a4f,64521.80,status_d8ccbd40,2023-01-25
660,8142976,order_number_db212485,80697.42,status_73bdfc9b,2019-11-21
661,2961929,order_number_ca7a53ab,8745.08,status_c90baffc,2025-06-17
662,279859,order_number_53d89a,42296.85,status_7317e95e,2017-09-22
663,434589,order_number_d3b9b170,52827.74,status_3c3b772e,2020-12-12
664,9767549,order_number_9af53908,82408.98,status_735497e1,2017-12-04
665,1309285,order_number_70f4794,40943.22,status_842c32a3,2025-08-30
666,2270790,order_number_c72defcb,32780.47,status_939100f6,2025-03-16
667,618525,order_number_5a6a0035,14696.50,status_1c4170c,2017-01-09
668,3940595,order_number_442417fe,52414.27,status_d575c36,2016-07-19
669,575718,order_number_def45b36,3136.80,status_7fe4f6b1,2019-04-18
670,9033379,order_number_43b00e3a,6702.22,status_8b2ec33,2017-04-13
671,5769330,order_number_26520a94,75195.24,status_2e8cc1a7,2020-10-10
672,2474126,order_number_644f132d,63842.44,status_b2fe6f1e,2018-05-27
673,6281214,order_number_23b4692f,98261.09,status_7233473f,2018-06-13
674,3064994,order_number_5675edcd,2214.43,status_2c660c80,2016-06-26
675,6301659,order_number_96cc9631,21874.73,status_41dc7b95,2016-09-14
676,9446035,order_number_9ba90776,42721.04,status_6c5036c7,2016-05-19
677,773245,order_number_1240416d,35556.81,status_5e745b91,2023-07-11
678,2150454,order_number_319b87c6,28621.09,status_91ebd1,2021-06-18
679,1982610,order_number_13aa2d37,41434.44,status_25490ec0,2021-03-07
680,820459,order_number_20418f25,41518.40,status_51c619cc,2018-08-04
681,1776660,order_number_e25628af,40693.91,status_be0569bd,2018-02-07
682,9321961,order_number_9bdc262e,87254.11,status_d7a33df6,2024-02-12
683,699045,order_number_f8685975,74189.32,status_bf1d4534,2016-06-27
684,1012065,order_number_55b09d7b,94955.65,status_9b30a92c,2025-10-18
685,7815256,order_number_ca8d263c,12789.04,status_d91d8c98,2021-05-05
686,1282514,order_number_ebed3c80,25734.74,status_c62c23e,2016-12-02
687,356867,order_number_d1ff83ba,11000.81,status_e982452a,2017-08-28
688,2262466,order_number_f60e0f79,45617.04,status_6595308a,2019-02-12
689,4640408,order_number_ae1dbe3,91721.78,status_8d9768e3,2019-03-06
690,6641738,order_number_e7bdb398,94897.08,status_830ea14e,2017-09-12
691,2413477,order_number_c136d373,57504.74,status_17181a55,2022-08-12
692,6971425,order_number_8815fdf0,41700.29,status_1a24e8a7,2021-10-31
693,6593890,order_number_d02ce434,68046.85,status_bc1fbdb4,2018-02-19
694,9378393,order_number_52b594db,21232.78,status_27242341,2026-02-19
695,139897,order_number_6daa83,28986.52,status_6fd6b86e,2019-04-07
696,8239396,order_number_4e1bdcc7,29867.31,status_d910481e,2020-01-19
697,7384519,order_number_fb70f2fe,36026.35,status_d4294c27,2018-04-14
698,946963,order_number_817140a8,99535.17,status_909fda01,2024-12-19
699,966098,order_number_b8669964,76765.21,status_dc8a02fc,2023-12-12
700,5679324,order_number_3b3bb38d,70800.27,status_16172e60,2020-10-06
701,3999075,order_number_8eb1340a,23981.40,status_675dc246,2016-09-22
702,7388711,order_number_1ffe9c00,56041.59,status_c8ee9be6,2016-05-08
703,3849108,order_number_1817e77d,86284.22,status_c540a666,2023-01-08
704,6404126,order_number_9d51fb40,82900.87,status_d090e4f0,2021-10-28
705,3940363,order_number_783ea418,56086.09,status_a5469537,2024-01-30
706,5428912,order_number_499e173,10800.59,status_3f99ea8e,2017-01-04
707,5041986,order_number_801a0bc3,98286.74,status_3cd6ce3c,2022-02-02
708,3576204,order_number_23e7ed5d,95687.55,status_577d32e1,2021-04-02
709,3534150,order_number_eb656018,6387.66,status_22d7f6a6,2017-03-23
710,4978241,order_number_638b014b,56665.94,status_3126a1fc,2019-04-18
711,6243998,order_number_173cb194,49685.96,status_c2a304c2,2017-06-26
712,9855497,order_number_63b35029,54883.21,status_3241fe8e,2022-05-29
713,2720486,order_number_645926aa,4410.33,status_4ea35174,2020-11-01
714,1076135,order_number_a453bcfd,72121.14,status_7be50bf5,2021-11-07
715,2836109,order_number_3b5725d1,89418.38,status_8874c7bf,2021-08-22
716,9040089,order_number_5cc60c40,37915.80,status_a247399a,2020-09-03
717,1368291,order_number_d37287d9,77050.16,status_84fdf99e,2019-06-22
718,1714595,order_number_419e9cd,45383.64,status_66d5b399,2020-07-15
719,6924238,order_number_83d1483b,18274.44,status_6fc99e86,2025-05-20
720,7208890,order_number_5c53175c,94487.23,status_ceed1328,2023-03-26
721,4165605,order_number_6b7c7f15,53145.06,status_669bfb70,2017-06-18
722,3306111,order_number_d86086c1,30679.82,status_9a86953e,2021-07-15
723,7903464,order_number_dae65d10,19204.65,status_6a9ebd44,2023-11-24
724,5163539,order_number_9b438068,40849.66,status_569eac5d,2020-08-18
725,692770,order_number_de3c736f,84345.74,status_133e35ec,2019-01-16
726,583836,order_number_cef591c9,5412.47,status_3b288693,2016-04-20
727,5693170,order_number_13835ae7,66857.55,status_1bd28189,2024-08-14
728,3680107,order_number_8df7a8c6,88247.37,status_fb45cb14,2025-09-25
729,3517675,order_number_dbc4da1a,22646.50,status_585e2c76,2020-06-10
730,7169660,order_number_c7b9c82e,93790.47,status_1254f2f2,2021-11-01
731,4182743,order_number_341e90ca,30263.56,status_5e2541a,2018-03-14
732,2087084,order_number_18bdf6de,41360.13,status_f06246e0,2024-06-29
733,683082,order_number_d2c4f71f,44771.82,status_c793bc2,2018-02-07
734,2432843,order_number_99d2be39,61422.08,status_3e504806,2022-07-09
735,739090,order_number_ef3ec093,50967.42,status_2636bbf6,2020-12-24
736,5800432,order_number_f5018de9,38179.75,status_f3c22c49,2023-06-04
737,37940,order_number_dc267861,84856.70,status_6a001e00,2025-10-17
738,9079642,order_number_2b2efa26,32892.21,status_4045ae9f,2020-01-27
739,8207350,order_number_c8dc098a,98051.44,status_ec60aea7,2016-05-18
740,3833543,order_number_fe38d6fd,31164.16,status_898dd240,2018-10-10
741,6233440,order_number_8923e6d2,67494.30,status_ac3eea47,2021-01-15
742,7394511,order_number_e46fe49,5392.96,status_3344ebd3,2024-04-07
743,321699,order_number_a8953f3d,71089.11,status_40e869cc,2025-05-05
744,6907077,order_number_e06ce75a,4276.69,status_274d5de5,2022-01-27
745,1349290,order_number_d2d929f4,65929.01,status_c40cfb41,2025-09-02
746,5736089,order_number_61f56e7f,14432.42,status_bef38657,2023-06-07
747,698464,order_number_e420889f,59017.84,status_3d761e6,2016-08-30
748,7263085,order_number_8e100ff4,41105.71,status_c1fb707b,2018-08-01
749,1271767,order_number_83619993,17309.82,status_2cfb6916,2025-12-19
750,1245617,order_number_e15bbcd9,89327.97,status_23268c1d,2024-11-11
751,5085137,order_number_8fa66365,26304.05,status_993c1260,2018-05-13
752,1914329,order_number_d5032241,76081.59,status_7f62fba9,2025-12-19
753,1094285,order_number_2d2559c2,35539.09,status_a54c029b,2020-11-09
754,7724204,order_number_9500984,26848.78,status_c93a942f,2017-06-09
755,4314591,order_number_631a679e,13860.84,status_d6c7bae2,2022-01-29
756,6745115,order_number_8c5e3646,80211.51,status_652c77f4,2019-01-24
757,3206037,order_number_b341fd15,79093.28,status_5e79f1bc,2021-07-31
758,8350090,order_number_7d0421fd,19701.22,status_bd3bd8cb,2017-08-21
759,928635,order_number_28656793,29427.65,status_d29355d8,2020-12-09
